기관코드,유형_1,유형_2,대표기관명,전체기관명,최하위기관명,대표전화번호,새우편번호,도로명주소 - 예: 서울특별시 중구 동호로5길 15 (신당동),비고 
3130033,지자체,보건_보건소,서울특별시,서울특별시 마포구 보건소,보건소,02-3153-9010,3937,서울특별시 마포구 월드컵로 212 (성산동),
3120033,지자체,보건_보건소,서울특별시,서울특별시 서대문구 보건소,보건소,02-330-1801,3718,서울특별시 서대문구 연희로242 (연희동),
6111339,지자체,보건_보건소,서울특별시,서울특별시 서울시립대학교 대학보건소,대학보건소,02-6490-6591,2504,서울특별시 동대문구 서울시립대로 163,
3210034,지자체,보건_보건소,서울특별시,서울특별시 서초구 보건소,보건소,02-2155-8114,6750,서울특별시 서초구 남부순환로 2584,
3030033,지자체,보건_보건소,서울특별시,서울특별시 성동구 보건소,보건소,02-2286-7000,4706,서울특별시 성동구 마장로 23길 10,
3070034,지자체,보건_보건소,서울특별시,서울특별시 성북구 보건소,보건소,02-2241-5900,2751,서울특별시 성북구 화랑로 63 (월곡동),
3230034,지자체,보건_보건소,서울특별시,서울특별시 송파구 보건소,보건소,02-2147-3450,5552,서울특별시 송파구 올림픽로 326 (신천동),
3140033,지자체,보건_보건소,서울특별시,서울특별시 양천구 보건소,보건소,02-2620-3847,8095,서울특별시 양천구 목동서로 339 (신정동),
3180034,지자체,보건_보건소,서울특별시,서울특별시 영등포구 보건소,보건소,02-2670-3000,7260,서울특별시 영등포구 당산로 123,
3020033,지자체,보건_보건소,서울특별시,서울특별시 용산구 보건소,보건소,02-2199-8012,4390,서울특별시 용산구 녹사평대로 150 (이태원동),
3110032,지자체,보건_보건소,서울특별시,서울특별시 은평구 보건소,보건소,02-351-8152,3384,서울특별시 은평구 은평로 195 (녹번동),
3000034,지자체,보건_보건소,서울특별시,서울특별시 종로구 보건소,보건소,02-2148-3514,3035,서울특별시 종로구 자하문로 19길 36 (옥인동),
3010033,지자체,보건_보건소,서울특별시,서울특별시 중구 보건소,보건소,02-3396-5555,4611,서울특별시 중구 다산로 39길 16 (무학동),
3060034,지자체,보건_보건소,서울특별시,서울특별시 중랑구 보건소,보건소,02-2094-0710,2043,서울특별시 중랑구 봉화산로 179 (신내동),
3200213,지자체,보건_보건지소,서울특별시,서울특별시 관악구 보건소 보건지소,보건지소,02-879-7407,8720,서울특별시 관악구 관악로 279-7,
3040171,지자체,보건_보건지소,서울특별시,서울특별시 광진구 보건소 보건지소,보건지소,02-450-1424,4922,서울특별시 광진구 긴고랑로 110 (중곡동),
3100206,지자체,보건_보건지소,서울특별시,서울특별시 노원구 보건소 공릉보건지소,공릉보건지소,02-2116-4974,1818,서울특별시 노원구 공릉로 166-1 (공릉동),
3100209,지자체,보건_보건지소,서울특별시,서울특별시 노원구 보건소 상계보건지소,상계보건지소,02-2116-4989,1696,"서울특별시 노원구 상계로 118, 3층(상계동, 상계2동 공공복합청사)",
3100205,지자체,보건_보건지소,서울특별시,서울특별시 노원구 보건소 월계보건지소,월계보건지소,02-2116-4583,1905,서울특별시 노원구 월계로 378 (월계동),
3090147,지자체,보건_보건지소,서울특별시,서울특별시 도봉구 보건소 보건지소,보건지소,02-2091-5452,1466,서울특별시 도봉구 덕릉로59길73-3 (창동),
3120173,지자체,보건_보건지소,서울특별시,서울특별시 서대문구 보건소 가좌보건지소,가좌보건지소,02-3140-8357,3709,서울특별시 서대문구 수색로100-55 (북가좌동),
3210172,지자체,보건_보건지소,서울특별시,서울특별시 서초구 보건소 방배보건지소,방배보건지소,02-2155-8151,6572,서울특별시 서초구 방배로 173 (방배동) 방배열린문화센터 2층,
3070195,지자체,보건_보건지소,서울특별시,서울특별시 성북구 보건소 보건지소,보건지소,02-2241-6210,2830,서울특별시 성북구 아리랑로 3길 8 (동소문동 6가),
3230182,지자체,보건_보건지소,서울특별시,서울특별시 송파구 보건소 보건지소,보건지소,02-2147-4840,5771,서울특별시 송파구 양산로 5 (거여동),
3110190,지자체,보건_보건지소,서울특별시,서울특별시 은평구 보건소 보건지소,보건지소,02-351-8652,3347,서울특별시 은평구 연서로34길 11 (불광동),
6111888,지자체,소방_119_센터,서울특별시,서울특별시 강남소방서 개포119안전센터,개포119안전센터,02-577-2540,6312,서울특별시 강남구 논현로 10길 19 (개포동),
6111887,지자체,소방_119_센터,서울특별시,서울특별시 강남소방서 수서119안전센터,수서119안전센터,02-445-9019,6353,서울특별시 강남구 광평로31길 6 (수서동),
6111886,지자체,소방_119_센터,서울특별시,서울특별시 강남소방서 역삼119안전센터,역삼119안전센터,02-557-0109,6226,서울특별시 강남구 역삼로 236 (역삼동),
6111885,지자체,소방_119_센터,서울특별시,서울특별시 강남소방서 영동119안전센터,영동119안전센터,02-517-5119,6054,서울특별시 강남구 도산대로 320 (논현동),
6113426,지자체,소방_119_센터,서울특별시,서울특별시 강남소방서 현장대응단 삼성119안전센터,삼성119안전센터,02-567-0119,6171,서울특별시 강남구 테헤란로 629 (삼성동),
6111914,지자체,소방_119_센터,서울특별시,서울특별시 강동소방서 고덕119안전센터,고덕119안전센터,02-426-0431,5231,서울특별시 강동구 양재대로156길 133 (고덕동),
6111916,지자체,소방_119_센터,서울특별시,서울특별시 강동소방서 길동119안전센터,길동119안전센터,02-487-6119,5304,서울특별시 강동구 천중로 215 (길동),
6111915,지자체,소방_119_센터,서울특별시,서울특별시 강동소방서 암사119안전센터,암사119안전센터,02-429-0427,5241,서울특별시 강동구 올림픽로 815 (암사동),
6111913,지자체,소방_119_센터,서울특별시,서울특별시 강동소방서 천호119안전센터,천호119안전센터,02-474-1721,5333,서울특별시 강동구 진황도로 37 (천호동),
6113603,지자체,소방_119_센터,서울특별시,서울특별시 강동소방서 현장대응단 성내119안전센터,성내119안전센터,02-470-1720,5397,서울특별시 강동구 성내로 39 (성내동),
6113079,지자체,소방_119_센터,서울특별시,서울특별시 강북소방서 미아119안전센터,미아119안전센터,02-983-9111,1177,서울특별시 강북구 도봉로 125 (미아동),
6113080,지자체,소방_119_센터,서울특별시,서울특별시 강북소방서 삼각산119안전센터,삼각산119안전센터,02-983-5119,1193,서울특별시 강북구 솔샘로 208 (미아동),
6113078,지자체,소방_119_센터,서울특별시,서울특별시 강북소방서 우이119안전센터,우이119안전센터,02-998-9116,1036,서울특별시 강북구 삼각산로 111 (수유동),
6113588,지자체,소방_119_센터,서울특별시,서울특별시 강북소방서 현장대응단 번동119안전센터,번동119안전센터,02-6946-0250,1137,서울특별시 강북구 한천로 911 (번동),
6111907,지자체,소방_119_센터,서울특별시,서울특별시 강서소방서 개화119안전센터,개화119안전센터,02-2662-7119,7504,서울특별시 강서구 개화동로19길 8 (개화동),
6111905,지자체,소방_119_센터,서울특별시,서울특별시 강서소방서 발산119안전센터,발산119안전센터,02-2663-0119,7632,서울특별시 강서구 강서로 329 (내발산동),
6111906,지자체,소방_119_센터,서울특별시,서울특별시 강서소방서 방화119안전센터,방화119안전센터,02-2665-3115,7511,서울특별시 강서구 금낭화로26길 10 (방화동),
6113432,지자체,소방_119_센터,서울특별시,서울특별시 강서소방서 현장대응단 등촌119안전센터,등촌119안전센터,02-3662-9119,7550,서울특별시 강서구 양천로 550 (등촌동),
6111904,지자체,소방_119_센터,서울특별시,서울특별시 강서소방서 화곡119안전센터,화곡119안전센터,02-2602-0119,7721,서울특별시 강서구 까치산로 49 (화곡동),
6111898,지자체,소방_119_센터,서울특별시,서울특별시 관악소방서 난곡119안전센터,난곡119안전센터,02-859-0119,8864,서울특별시 관악구 난곡로 243 (신림동),
6111896,지자체,소방_119_센터,서울특별시,서울특별시 관악소방서 봉천119안전센터,봉천119안전센터,02-886-0119,8750,서울특별시 관악구 은천로 54 (봉천동),
6111897,지자체,소방_119_센터,서울특별시,서울특별시 관악소방서 신림119안전센터,신림119안전센터,02-874-0119,8706,서울특별시 관악구 봉천로 202 (신림동),
6113430,지자체,소방_119_센터,서울특별시,서울특별시 관악소방서 현장대응단 관악119안전센터,관악119안전센터,02-874-7119,8833,서울특별시 관악구 관악로 97 (봉천동),
6112420,지자체,소방_119_센터,서울특별시,서울특별시 광진소방서 능동119안전센터,능동119안전센터,02-447-0119,4991,서울특별시 광진구 능동로 242 (능동),
6112417,지자체,소방_119_센터,서울특별시,서울특별시 광진소방서 중곡119안전센터,중곡119안전센터,02-453-2119,4940,서울특별시 광진구 용마산로 150 (중곡동),
6113424,지자체,소방_119_센터,서울특별시,서울특별시 광진소방서 현장대응단 구의119안전센터,구의119안전센터,02-455-0119,5023,서울특별시 광진구 광나루로 480 (구의동),
6111926,지자체,소방_119_센터,서울특별시,서울특별시 구로소방서 고척119안전센터,고척119안전센터,02-2618-3104,8241,서울특별시 구로구 고척로 195 (고척동),
6111925,지자체,소방_119_센터,서울특별시,서울특별시 구로소방서 공단119안전센터,공단119안전센터,02-855-0119,8379,서울특별시 구로구 디지털로34길 56 (구로동),
6111924,지자체,소방_119_센터,서울특별시,서울특별시 구로소방서 구로119안전센터,구로119안전센터,02-855-1119,8282,서울특별시 구로구 구로동로 175 (구로동),
6111928,지자체,소방_119_센터,서울특별시,서울특별시 구로소방서 독산119안전센터,독산119안전센터,02-869-1119,8580,서울특별시 금천구 시흥대로 386 (독산동),
6111927,지자체,소방_119_센터,서울특별시,서울특별시 구로소방서 수궁119안전센터,수궁119안전센터,02-2685-6119,8257,서울특별시 구로구 오리로 1285 (궁동),
6111929,지자체,소방_119_센터,서울특별시,서울특별시 구로소방서 시흥119안전센터,시흥119안전센터,02-806-1119,8636,서울특별시 금천구 시흥대로45길 31 (시흥동),
6111930,지자체,소방_119_센터,서울특별시,서울특별시 구로소방서 신도림119안전센터,신도림119안전센터,02-2671-8119,8211,서울특별시 구로구 경인로59길 57 (신도림동),
6113436,지자체,소방_119_센터,서울특별시,서울특별시 구로소방서 현장대응단 고일119안전센터,고일119안전센터,02-2619-0119,8275,서울특별시 구로구 경인로 408 (고척동),
6111868,지자체,소방_119_센터,서울특별시,서울특별시 노원소방서 공릉119안전센터,공릉119안전센터,02-976-0119,1803,서울특별시 노원구 화랑로 482 (공릉동),
6111867,지자체,소방_119_센터,서울특별시,서울특별시 노원소방서 상계119안전센터,상계119안전센터,02-936-0119,1702,서울특별시 노원구 노원로26길 111 (상계동),
6111870,지자체,소방_119_센터,서울특별시,서울특별시 노원소방서 수락119안전센터,수락119안전센터,02-937-6119,1624,서울특별시 노원구 동일로 1694 (상계동),
6111869,지자체,소방_119_센터,서울특별시,서울특별시 노원소방서 월계119안전센터,월계119안전센터,02-907-0119,1880,서울특별시 노원구 월계로 323 (월계동),
6113592,지자체,소방_119_센터,서울특별시,서울특별시 노원소방서 현장대응단 하계119안전센터,하계119안전센터,02-972-1119,1791,서울특별시 노원구 한글비석로1길 8 (하계동),
6111861,지자체,소방_119_센터,서울특별시,서울특별시 도봉소방서 도봉119안전센터,도봉119안전센터,02-3492-0119,1350,서울특별시 도봉구 도봉로 721 (방학동),
6111863,지자체,소방_119_센터,서울특별시,서울특별시 도봉소방서 미아119안전센터,미아119안전센터,02-983-9111,1177,서울특별시 강북구 도봉로 125 (미아동),
6111864,지자체,소방_119_센터,서울특별시,서울특별시 도봉소방서 삼각산119안전센터,삼각산119안전센터,02-983-5119,1193,서울특별시 강북구 솔샘로 208 (미아동),
6113620,지자체,소방_119_센터,서울특별시,서울특별시 도봉소방서 쌍문119안전센터,쌍문119안전센터,02-996-0119,1450,서울특별시 도봉구 노해로 152 (쌍문동),
6111862,지자체,소방_119_센터,서울특별시,서울특별시 도봉소방서 우이119안전센터,우이119안전센터,02-998-9116,1036,서울특별시 강북구 삼각산로 111 (수유동),
6111865,지자체,소방_119_센터,서울특별시,서울특별시 도봉소방서 창동119안전센터,창동119안전센터,02-998-9117,1485,서울특별시 도봉구 해등로 25 (창동),
6113590,지자체,소방_119_센터,서울특별시,서울특별시 도봉소방서 현장대응단 방학119안전센터,방학119안전센터,02-3492-9113,1334,서울특별시 도봉구 도봉로 666 (방학동),
6111845,지자체,소방_119_센터,서울특별시,서울특별시 동대문소방서 용두119안전센터,용두119안전센터,02-928-0119,2584,서울특별시 동대문구 왕산로 76 (용두동),
6111844,지자체,소방_119_센터,서울특별시,서울특별시 동대문소방서 전농119안전센터,전농119안전센터,02-2215-0119,2591,서울특별시 동대문구 황물로 3 (전농동),
6111843,지자체,소방_119_센터,서울특별시,서울특별시 동대문소방서 청량리119안전센터,청량리119안전센터,02-962-0119,2462,서울특별시 동대문구 왕산로 299 (청량리동),
6113580,지자체,소방_119_센터,서울특별시,서울특별시 동대문소방서 현장대응단 장안119안전센터,장안119안전센터,02-2245-0119,2644,서울특별시 동대문구 장한로 34 (장안동),
6111846,지자체,소방_119_센터,서울특별시,서울특별시 동대문소방서 휘경119안전센터,휘경119안전센터,02-2213-0119,2501,서울특별시 동대문구 망우로 106 (휘경동),
6111900,지자체,소방_119_센터,서울특별시,서울특별시 동작소방서 노량진119안전센터,노량진119안전센터,02-813-0119,6902,서울특별시 동작구 노량진로 187 (노량진동),
6111902,지자체,소방_119_센터,서울특별시,서울특별시 동작소방서 백운119안전센터,백운119안전센터,02-817-0119,6987,서울특별시 동작구 사당로 63 (상도동),
6111901,지자체,소방_119_센터,서울특별시,서울특별시 동작소방서 상도119안전센터,상도119안전센터,02-821-1119,7041,서울특별시 동작구 국사봉1길 17 (상도동),
6113600,지자체,소방_119_센터,서울특별시,서울특별시 동작소방서 현장대응단 동작119안전센터,동작119안전센터,02-848-1088,7062,서울특별시 동작구 여의대방로16길 55 (신대방동),
6111883,지자체,소방_119_센터,서울특별시,서울특별시 마포소방서 공덕119안전센터,공덕119안전센터,02-3274-0976,4208,서울특별시 마포구 만리재옛길 82 (공덕동),
6112490,지자체,소방_119_센터,서울특별시,서울특별시 마포소방서 상암119안전센터,상암119안전센터,02-309-5119,3905,서울특별시 마포구 월드컵북로 42길 34 (상암동),
6111881,지자체,소방_119_센터,서울특별시,서울특별시 마포소방서 서교119안전센터,서교119안전센터,02-3143-2119,4045,서울특별시 마포구 양화로 60 (서교동),
6111882,지자체,소방_119_센터,서울특별시,서울특별시 마포소방서 성산119안전센터,성산119안전센터,02-304-0119,3935,서울특별시 마포구 월드컵북로 240 (성산동),
6111880,지자체,소방_119_센터,서울특별시,서울특별시 마포소방서 염리119안전센터,염리119안전센터,02-713-0965,4155,서울특별시 마포구 토정로 37길 27 (염리동),
6113598,지자체,소방_119_센터,서울특별시,서울특별시 마포소방서 현장대응단 신수119안전센터,신수119안전센터,02-716--9121,4098,서울특별시 마포구 창전로 76 (신수동),
6111878,지자체,소방_119_센터,서울특별시,서울특별시 서대문소방서 미근119안전센터,미근119안전센터,02-3147-0119,3738,서울특별시 서대문구 통일로 113 (미근동),
6111876,지자체,소방_119_센터,서울특별시,서울특별시 서대문소방서 북가좌119안전센터,북가좌119안전센터,02-372-0119,3677,서울특별시 서대문구 증가로 242 (북가좌동),
6113596,지자체,소방_119_센터,서울특별시,서울특별시 서대문소방서 현장대응단 연희119안전센터,연희119안전센터,02-336-0119,3720,서울특별시 서대문구 연희로 182 (연희동),
6111877,지자체,소방_119_센터,서울특별시,서울특별시 서대문소방서 홍은119안전센터,홍은119안전센터,02-379-9119,3604,서울특별시 서대문구 홍은중앙로 83 (홍은동),
6111890,지자체,소방_119_센터,서울특별시,서울특별시 서초소방서 방배119안전센터,방배119안전센터,02-582-0119,6699,서울특별시 서초구 남부순환로 2155 (방배동),
6111892,지자체,소방_119_센터,서울특별시,서울특별시 서초소방서 서초119안전센터,서초119안전센터,02-3473-0119,6727,서울특별시 서초구 효령로 400 (서초동),
6111891,지자체,소방_119_센터,서울특별시,서울특별시 서초소방서 양재119안전센터,양재119안전센터,02-572-5523,6779,서울특별시 서초구 동산로 9 (양재동),
6111894,지자체,소방_119_센터,서울특별시,서울특별시 서초소방서 우면119안전센터,우면119안전센터,02-522-6119,6756,서울특별시 서초구 남부순환로340길 49 (서초동),
6111893,지자체,소방_119_센터,서울특별시,서울특별시 서초소방서 잠원119안전센터,잠원119안전센터,02-532-7119,6593,서울특별시 서초구 서초중앙로29길 6 (반포동),
6113428,지자체,소방_119_센터,서울특별시,서울특별시 서초소방서 현장대응단 반포119안전센터,반포119안전센터,02-534-0119,6550,서울특별시 서초구 사평대로 67 (반포동),
6113788,지자체,소방_119_센터,서울특별시,서울특별시 성동소방서 금호119안전센터,금호119안전센터,02-2622-1771,4727,서울특별시 성동구 난계로 19,
6113786,지자체,소방_119_센터,서울특별시,서울특별시 성동소방서 성수119안전센터,성수119안전센터,02-2622-1751,4777,서울특별시 성동구 뚝섬로 452,
6113787,지자체,소방_119_센터,서울특별시,서울특별시 성동소방서 왕십리119안전센터,왕십리119안전센터,02-2622-1761,4709,서울특별시 성동구 고산자로 249,
6113789,지자체,소방_119_센터,서울특별시,서울특별시 성동소방서 현장대응단 행당119안전센터,행당119안전센터,02-2622-1741,5023,서울특별시 성동구 살곶이길 331,
6111858,지자체,소방_119_센터,서울특별시,서울특별시 성북소방서 길음119안전센터,길음119안전센터,02-987-0272,2721,서울특별시 성북구 정릉로 321 (길음동),
6111857,지자체,소방_119_센터,서울특별시,서울특별시 성북소방서 돈암119안전센터,돈암119안전센터,02-925-1158,2847,서울특별시 성북구 보문로 192 (삼선동4가),
6111859,지자체,소방_119_센터,서울특별시,서울특별시 성북소방서 장위119안전센터,장위119안전센터,02-917-0344,2778,서울특별시 성북구 한천로 640 (장위동),
6113586,지자체,소방_119_센터,서울특별시,서울특별시 성북소방서 현장대응단 종암119안전센터,종암119안전센터,02-925-1119,2803,서울특별시 성북구 종암로27길 3 (종암동),
6111922,지자체,소방_119_센터,서울특별시,서울특별시 송파소방서 가락119안전센터,가락119안전센터,02-409-0045,5699,서울특별시 송파구 양재대로 932 (가락동),
6111919,지자체,소방_119_센터,서울특별시,서울특별시 송파소방서 거여119안전센터,거여119안전센터,02-400-0119,5759,서울특별시 송파구 마천로 329 (마천동),
6111921,지자체,소방_119_센터,서울특별시,서울특별시 송파소방서 방이119안전센터,방이119안전센터,02-409-0059,5649,서울특별시 송파구 강동대로 286 (방이동),
6111918,지자체,소방_119_센터,서울특별시,서울특별시 송파소방서 잠실119안전센터,잠실119안전센터,02-422-0119,5607,서울특별시 송파구 석촌호수로 151 (잠실동),
6111920,지자체,소방_119_센터,서울특별시,서울특별시 송파소방서 종합운동장119안전센터,종합운동장119안전센터,02-2203-2380,5500,서울특별시 송파구 올림픽로 25 (잠실동),
6113441,지자체,소방_119_센터,서울특별시,서울특별시 송파소방서 현장대응단 마천119안전센터,마천119안전센터,02-3401-2119,5737,서울특별시 송파구 오금로51길 56 (마천동),
6111910,지자체,소방_119_센터,서울특별시,서울특별시 양천소방서 목동119안전센터,목동119안전센터,02-2249-0119,7978,서울특별시 양천구 안양천로 1139 (목동),
6111911,지자체,소방_119_센터,서울특별시,서울특별시 양천소방서 신월119안전센터,신월119안전센터,02-2691-4119,7916,서울특별시 양천구 남부순환로 448 (신월동),
6111909,지자체,소방_119_센터,서울특별시,서울특별시 양천소방서 신정119안전센터,신정119안전센터,02-2603-0119,8058,서울특별시 양천구 신월로 268 (신정동),
6112315,지자체,소방_119_센터,서울특별시,서울특별시 양천소방서 신트리119안전센터,신트리119안전센터,02-2691-1113,8108,서울특별시 양천구 신정로 238 (신정동),
6113602,지자체,소방_119_센터,서울특별시,서울특별시 양천소방서 현장대응단 양천119안전센터,양천119안전센터,02-2643-4119,7992,서울특별시 양천구 목동서로 180 (목동),
6111852,지자체,소방_119_센터,서울특별시,서울특별시 영등포소방서 당산119안전센터,당산119안전센터,02-2633-0119,7222,서울특별시 영등포구 양평로 70-1 (당산동6가),
6111854,지자체,소방_119_센터,서울특별시,서울특별시 영등포소방서 대림119안전센터,대림119안전센터,02-846-0119,7423,서울특별시 영등포구 도림로 212 (신길동),
6111855,지자체,소방_119_센터,서울특별시,서울특별시 영등포소방서 신길119안전센터,신길119안전센터,02-841-0119,7355,서울특별시 영등포구 영등포로84길 31 (신길동),
6111853,지자체,소방_119_센터,서울특별시,서울특별시 영등포소방서 여의도119안전센터,여의도119안전센터,02-783-0119,7324,서울특별시 영등포구 의사당대로 162 (여의도동),
6113584,지자체,소방_119_센터,서울특별시,서울특별시 영등포소방서 현장대응단 영등포119안전센터,영등포119안전센터,02-2676-0119,7305,서울특별시 영등포구 문래로 197 (영등포동4가),
6111841,지자체,소방_119_센터,서울특별시,서울특별시 용산소방서 서빙고119안전센터,서빙고119안전센터,02-795-7119,4398,서울특별시 용산구 서빙고로67길 7 (서빙고동),
6111840,지자체,소방_119_센터,서울특별시,서울특별시 용산소방서 이촌119안전센터,이촌119안전센터,02-712-0119,4374,서울특별시 용산구 이촌로2가길 1 (이촌동),
6111838,지자체,소방_119_센터,서울특별시,서울특별시 용산소방서 이태원119안전센터,이태원119안전센터,02-793-1141,4405,서울특별시 용산구 이태원로 196 (이태원동),
6113578,지자체,소방_119_센터,서울특별시,서울특별시 용산소방서 현장대응단 한강로119안전센터,한강로119안전센터,02-793-0119,4375,서울특별시 용산구 한강대로 167 (한강로2가),
6111839,지자체,소방_119_센터,서울특별시,서울특별시 용산소방서 후암119안전센터,후암119안전센터,02-754-0119,4331,서울특별시 용산구 후암로 34 (후암동),
6111871,지자체,소방_119_센터,서울특별시,서울특별시 은평소방서 녹번119안전센터,녹번119안전센터,02-387-0119,3382,서울특별시 은평구 은평로 245 (녹번동),
6111874,지자체,소방_119_센터,서울특별시,서울특별시 은평소방서 수색119안전센터,수색119안전센터,02-376-0119,3488,서울특별시 은평구 수색로 294 (수색동),
6111873,지자체,소방_119_센터,서울특별시,서울특별시 은평소방서 역촌119안전센터,역촌119안전센터,02-352-2119,3419,서울특별시 은평구 갈현로 80 (역촌동),
6113594,지자체,소방_119_센터,서울특별시,서울특별시 은평소방서 현장대응단 진관119안전센터,진관119안전센터,02-354-0119,3311,서울특별시 은평구 통일로 962 (진관동),
6111824,지자체,소방_119_센터,서울특별시,서울특별시 종로소방서 숭인119안전센터,숭인119안전센터,02-929-0921,3110,서울특별시 종로구 숭인동길 63 (숭인동),
6111820,지자체,소방_119_센터,서울특별시,서울특별시 종로소방서 신교119안전센터,신교119안전센터,02-737-8119,3032,서울특별시 종로구 자하문로 93 (신교동),
6111823,지자체,소방_119_센터,서울특별시,서울특별시 종로소방서 신영119안전센터,신영119안전센터,02-391-0119,3007,서울특별시 종로구 진흥로 477 (신영동),
6111822,지자체,소방_119_센터,서울특별시,서울특별시 종로소방서 연건119안전센터,연건119안전센터,02-747-8119,3082,서울특별시 종로구 대학로 91 (연건동),
6111821,지자체,소방_119_센터,서울특별시,서울특별시 종로소방서 종로119안전센터,종로119안전센터,02-764-0119,3138,서울특별시 종로구 돈화문로 30 (묘동),
6113576,지자체,소방_119_센터,서울특별시,서울특별시 종로소방서 현장대응단 세종로119안전센터,세종로119안전센터,02-734-0119,3153,서울특별시 종로구 종로1길 28 (수송동),
6111849,지자체,소방_119_센터,서울특별시,서울특별시 중랑소방서 망우119안전센터,망우119안전센터,02-493-7119,2176,서울특별시 중랑구 용마산로 524 (망우동),
6111848,지자체,소방_119_센터,서울특별시,서울특별시 중랑소방서 면목119안전센터,면목119안전센터,02-491-5119,2248,서울특별시 중랑구 동일로 475 (면목동),
6111850,지자체,소방_119_센터,서울특별시,서울특별시 중랑소방서 중화119안전센터,중화119안전센터,02-496-1191,2102,서울특별시 중랑구 동일로 783 (중화동),
6113582,지자체,소방_119_센터,서울특별시,서울특별시 중랑소방서 현장대응단 신내119안전센터,신내119안전센터,02-3422-1196,2024,서울특별시 중랑구 신내로 183 (신내동),
6111828,지자체,소방_119_센터,서울특별시,서울특별시 중부소방서 신당119안전센터,신당119안전센터,02-2238-0698,4597,서울특별시 중구 다산로8길 2 (신당동),
6111826,지자체,소방_119_센터,서울특별시,서울특별시 중부소방서 을지로119안전센터,을지로119안전센터,02-2235-0119,4566,서울특별시 중구 을지로45길 43 (신당동),
6111827,지자체,소방_119_센터,서울특별시,서울특별시 중부소방서 충무로119안전센터,충무로119안전센터,02-2265-0119,4554,서울특별시 중구 충무로 11 (충무로3가),
6113422,지자체,소방_119_센터,서울특별시,서울특별시 중부소방서 현장대응단 무학119안전센터,무학119안전센터,02-2238-0009,4611,서울특별시 중구 퇴계로 394 (무학동),
6111829,지자체,소방_119_센터,서울특별시,서울특별시 중부소방서 회현119안전센터,회현119안전센터,02-775-0119,4630,서울특별시 중구 소공로 30 (회현동2가) ,
6110544,지자체,소방_방재센터,서울특별시,서울특별시 서울종합방재센터,서울종합방재센터,02-726-2071,4628,서울특별시 중구 퇴계로26가길 6,
6110582,지자체,소방_소방서,서울특별시,서울특별시 강남소방서,강남소방서,02-553-2247,6171,서울특별시 강남구 테헤란로 629 (삼성동),
6110586,지자체,소방_소방서,서울특별시,서울특별시 강동소방서,강동소방서,02-470-0119,5397,서울특별시 강동구 성내로 39 (성내동),
6113071,지자체,소방_소방서,서울특별시,서울특별시 강북소방서,강북소방서,02-6946-0119,1137,서울특별시 강북구 한천로 911 (번동),
6110585,지자체,소방_소방서,서울특별시,서울특별시 강서소방서,강서소방서,02-3663-0119,7550,서울특별시 강서구 양천로 550 (등촌동),
6110584,지자체,소방_소방서,서울특별시,서울특별시 관악소방서,관악소방서,02-883-5119,8833,서울특별시 관악구 관악로 97 (봉천동),
6112407,지자체,소방_소방서,서울특별시,서울특별시 광진소방서,광진소방서,02-446-1385,5023,서울특별시 광진구 광나루로 480 (구의동),
6110587,지자체,소방_소방서,서울특별시,서울특별시 구로소방서,구로소방서,02-2618-0119,8275,서울특별시 구로구 경인로 408 (고척동),
6110579,지자체,소방_소방서,서울특별시,서울특별시 노원소방서,노원소방서,02-976-6119,1791,서울특별시 노원구 한글비석로1길 8 (하계동),
6110578,지자체,소방_소방서,서울특별시,서울특별시 도봉소방서,도봉소방서,02-3492-3438,1334,서울특별시 도봉구 도봉로 666 (방학동),
6110575,지자체,소방_소방서,서울특별시,서울특별시 동대문소방서,동대문소방서,02-2212-0199,2644,서울특별시 동대문구 장한로 34 (장안동),
6110591,지자체,소방_소방서,서울특별시,서울특별시 동작소방서,동작소방서,02-847-1190,7062,서울특별시 동작구 여의대방로16길 55 (신대방동),
6110581,지자체,소방_소방서,서울특별시,서울특별시 마포소방서,마포소방서,02-701-3495,4098,서울특별시 마포구 창전로 76 (신수동),
6111663,지자체,소방_소방서,서울특별시,서울특별시 서대문소방서,서대문소방서,02-3144-1190,3720,서울특별시 서대문구 연희로 182 (연희동),
6110583,지자체,소방_소방서,서울특별시,서울특별시 서초소방서,서초소방서,02-591-0119,6550,서울특별시 서초구 사평대로 67 (반포동),
6113781,지자체,소방_소방서,서울특별시,서울특별시 성동소방서,성동소방서,02-2622-1701,5023,서울특별시 성동구 살곶이길 331,
6110577,지자체,소방_소방서,서울특별시,서울특별시 성북소방서,성북소방서,02-925-2001,2803,서울특별시 성북구 종암로27길 3 (종암동),
6111585,지자체,소방_소방서,서울특별시,서울특별시 소방서,소방서,02-3706-1315,4628,서울특별시 중구 퇴계로26길 52,
6110588,지자체,소방_소방서,서울특별시,서울특별시 송파소방서,송파소방서,02-431-5119,5737,서울특별시 송파구 오금로51길 56 (마천동),
6110589,지자체,소방_소방서,서울특별시,서울특별시 양천소방서,양천소방서,02-2655-1119,7992,서울특별시 양천구 목동서로 180 (목동),
6110576,지자체,소방_소방서,서울특별시,서울특별시 영등포소방서,영등포소방서,02-2679-0120,7305,서울특별시 영등포구 문래로 197 (영등포동4가),
6110574,지자체,소방_소방서,서울특별시,서울특별시 용산소방서,용산소방서,02-794-0119,4375,서울특별시 용산구 한강대로 167 (한강로2가),
6111664,지자체,소방_소방서,서울특별시,서울특별시 은평소방서,은평소방서,02-355-0119,3311,서울특별시 은평구 통일로 962 (진관동),
