servicename,link,institution
MBC 무한도전 장학금 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=14&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0000635271,한국사회복지협의회
저소득 장애인주거편의증진사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=14&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0048092137,한국장애인개발원
영양교육 & 영양제 지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=16&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0033668329,㈜함소아&함소아제약
"언어 두 개, 기쁨 두 배 지원사업",http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=16&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0038597837,세이브더칠드런
정기후원금(결연사업),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=16&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765637736,세이브더칠드런
법률홈닥터,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=16&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765686049,법무부
신용회복지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=16&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0000248225,신용회복위원회
무료독감 예방접종,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=16&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0041901540,(주)녹십자
동병하치 프로그램,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=16&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0038279242,㈜함소아&함소아제약
주거환경개선사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=16&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0000781863,한국 해비타트
소중한 나눔 이야기(방송국 ARS 후원금),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=16&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765642811,kbs한국방송공사
걱정해결사업(주거비지원),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=16&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0032579553,메리츠화재
희망마차 달리기 사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=18&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765703144,렛츠런재단
심리정서지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=18&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765703141,굿네이버스
희망풍차,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=18&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765703142,대한적십자사
이랜드 인큐베이팅(교육비),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=18&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765711476,이랜드복지재단
빈곤아동 심리정서치유사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=18&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765702008,(사)부스러기사랑나눔회
이랜드 인큐베이팅(의료비),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=18&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765711477,이랜드복지재단
장애인 보조기구 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=18&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765699178,한국장애인개발원
시력회복 의료비 지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=18&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765651025,하트하트재단
초록여행 희망캠프,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=18&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765697657,(사)그린라이트
핑크하트 프로젝트,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=18&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765695243,대한의료사회복지사협회
행복가정학습지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=19&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765655215,KT&G복지재단
우체국보험장학생,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=19&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765670579,우체국공익재단
근로빈곤 여성가장 긴급생계비 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=19&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765670428,바보의나눔
Kogas 온누리사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=19&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765695240,한국사회복지협의회
사회복지 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=19&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765671163,KT&G복지재단
한부모여성가장 창업지원사업(MarryMom),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=19&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765655226,열매나눔재단
무주택 저소득층 임차자금 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=19&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0000375969,한국사회복지협의회
캥거루의료비지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=19&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765671156,KT&G복지재단
장애인 암치료비 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=19&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765654611,우체국공익재단
365베이비케어키트,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=19&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765680363,홀트아동복지회
초등학생 책가방 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=17&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765640469,(재)아름다운 동행
무료법률상담 및 소송지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=17&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765680990,대한법률구조공단
걱정해결사업(예체능특기생 결연후원),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=17&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0008039178,메리츠화재
걱정해결사업(교육비 지원),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=17&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0032502231,메리츠화재
걱정해결사업(직업개발비 지원),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=17&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0017730193,메리츠화재해상보험주식회사
걱정해결사업(의료비지원),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=17&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0011474476,메리츠화재
전기안전봉사,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=17&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765712488,한국전기안전공사
사랑나눔 실천운동,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=17&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765703147,한국사회복지협의회
연탄나눔 운동,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=17&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765703139,따뜻한 한반도 사랑의 연탄나눔운동
한국전력 에너지 나눔 기금,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=17&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765712487,한국전력공사
장애아동 이동편의 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=20&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765682072,푸르메재단
지역사회 불우이웃 지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=20&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765670585,우체국공익재단
다문화아동 외가방문 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=20&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S9765637680,한국여성재단
위기아동지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=20&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0031499482,월드비전
원모장학,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=20&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0031344507,원모평애재단
검사 및 외래비 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=20&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0031344502,세이브더칠드런
장학사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=20&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0031344524,임수복장학재단
장학사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=20&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0027796615,에듀윌 장학재단
카시트 사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=20&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0027662478,한국어린이안전재단
초록여행,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=20&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0027796584,(사)그린라이트
장애인 첨단보조기구 지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=22&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0018868953,따뜻한 동행
치료비지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=22&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0018868975,한국혈액암협회
장애인문화예술지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=22&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0018352626,장애인문화협회
아가야 보듬이 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=22&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0018416708,한국난임가족연합회 아가야
위탁모 및 입양지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=22&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0018352618,한국난임가족연합회 아가야
미세영양소 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=22&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0018416710,한국난임가족연합회 아가야
교육사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=22&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0018416717,한국장애인문화협회
난임에 관한 지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=22&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0018352614,한국난임가족연합회 아가야
임신·출산준비에 관한 지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=22&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0018352616,한국난임가족연합회 아가야
직업재활 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=22&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0017790904,한국신장장애인협회
기프트 카,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=21&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0027796594,초록우산 어린이재단(현대자동차그룹 협력)
환아방문서비스(가족희망파트너 파견사업),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=21&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0027662498,한국백혈병소아암협회
치료비 지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=21&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0027796606,한국백혈병소아암협회
눈 수술비 지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=21&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0027662458,아이러브재단
승마힐링센터,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=21&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0027796600,한국마사회
세잎클로버 찾기,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=21&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0027662492,더나은세상
장학사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=21&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0027662503,금하장학회
인공관절 무료시술 사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=21&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0027662487,삼성전기
장학사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=21&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0027796620,송암문화재단
일상생활지원(희망다미웰니스센터),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=21&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0027662496,한국백혈병소아암협회
자살유가족상담 및 자조모임,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=23&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0017790897,사랑의전화복지재단
사랑나누리,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=23&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0017978576,사랑의전화복지재단
의료비 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=23&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0017790908,한국신장장애인협회
직업재활 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=23&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0017790911,한국농아인협회
